TERM,TERM_DESCRSHORT,CRN,SUBJECT,COURSE_NUMBR,SECTION_NUMBER,CRSE_DESCR,UM_MODALITY,SCHD_DESC,SECTION_ENROLLMENT,SECTION_CAP,SECTION_CREDITS,CREDITS_HIGH,CREDITS_LOW,CLASS_INST_ID,CLASS_INSTR_NAME,APPT_DEPT_DESCRIPTION,COLLEGE_SCHOOL,JOBCODE,JOBCODE_DESCRIPTION
202420,Winter 2024,24885,EGR,592,01,Special Topics in Engineering,In Person,Lecture/Discussion,1,15,3,3,3,17196723,"Mazumder, Quamrul",Flint Engineering,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24593,CSC,175,W1,Problem Solving & Progrming I,Fully Online,Online/Web Based,37,40,148,4,4,52572480,"McBride, Brian",Flint Computer Science,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,24678,CSC,275,02,Prob Solving & Programming II,In Person,Lecture/Lab,20,35,80,4,4,52572480,"McBride, Brian",Flint Computer Science,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,24679,CSC,275,03,Prob Solving & Programming II,In Person,Lecture/Lab,18,35,72,4,4,52572480,"McBride, Brian",Flint Computer Science,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,24597,CSC,365,W1,Computer Architecture,Fully Online,Online/Web Based,27,35,108,4,4,52572480,"McBride, Brian",Flint Computer Science,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,24745,EDL,880,W1,Special Topics-EDL Ldrshp,Fully Online,Online/Web Based,6,30,18,4,1,86641025,"McClain, Nathaniel",Flint Education,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,24365,EDL,890,W1,Comprehensive Exam,Fully Online,Online/Web Based,6,30,18,3,3,86641025,"McClain, Nathaniel",Flint Education,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,24367,EDL,990,99,Dissertation I,Independent Study,Research,4,25,10,4,1,86641025,"McClain, Nathaniel",Flint Education,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,20779,EDL,995,99,Dissertation II,Independent Study,Research,5,5,15,4,1,86641025,"McClain, Nathaniel",Flint Education,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,21246,SWR,100,W1,Introduction to Social Welfare,Fully Online,Online/Web Based,23,25,69,3,3,74445855,"McCombs, Laverne",Flint Social Work,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,23261,SWR,360,W1,Integrated Field Seminar,Fully Online,Online/Web Based,26,25,33,3,1,74445855,"McCombs, Laverne",Flint Social Work,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,24733,SWR,360,W2,Integrated Field Seminar,Fully Online,Online/Web Based,24,25,28,3,1,74445855,"McCombs, Laverne",Flint Social Work,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,20401,NUR,840,W1,Org and Admin-Theory,Fully Online,Online/Web Based,21,25,63,3,3,94248069,"McGuire, Theresa",Flint Nursing,Flint Nursing,202820,LEO Lecturer I
202420,Winter 2024,23870,PSY,180,W1,Psychology of Sex,Fully Online,Online/Web Based,29,30,87,3,3,68726886,"McKibbin, William",Flint Psychology,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24845,PSY,401,W3,Advanced Research,Fully Online,Online/Web Based,20,16,80,4,4,68726886,"McKibbin, William",Flint Psychology,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24837,MTH,428,IS,Algebra and Number Theory II,Independent Study,Lecture/Discussion,1,5,3,3,3,96528038,"McLeman, Cameron",Flint Mathematics,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24454,FIN,361,W1,Financial Management,Fully Online,Online/Web Based,3,5,9,3,3,60665383,"Mehdian, Seyed",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,24455,FIN,361,W2,Financial Management,Fully Online,Online/Web Based,35,40,105,3,3,60665383,"Mehdian, Seyed",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,24836,FIN,461,IS,Fin Mgt Application & Strategy,Independent Study,Lecture/Discussion,1,5,3,3,3,60665383,"Mehdian, Seyed",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,24345,ANE,501,H1,Principles of Anesthesia I,Hyperflex,On Campus or Online,30,30,90,3,3,65345160,"Messina, Rachael",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202820,LEO Lecturer I
202420,Winter 2024,21608,ANE,699,W1,Medical Writing,Fully Online,Online/Web Based,30,30,60,2,2,65345160,"Messina, Rachael",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202820,LEO Lecturer I
202420,Winter 2024,24558,NUR,420,M1,NUR Leadership & Management,Mixed Mode,Field Work,12,12,60,5,5,46632658,"Miles, Mary",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24559,NUR,420,M2,NUR Leadership & Management,Mixed Mode,Field Work,13,10,65,5,5,46632658,"Miles, Mary",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24560,NUR,420,M3,NUR Leadership & Management,Mixed Mode,Field Work,10,15,50,5,5,46632658,"Miles, Mary",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24561,NUR,420,M4,NUR Leadership & Management,Mixed Mode,Field Work,8,10,40,5,5,46632658,"Miles, Mary",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24690,ACC,325,S1,Tax Preparation,In Person,Lecture/Discussion,4,20,12,3,3,92214661,"Miller, Cathleen",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,20513,ACC,394,01,Accounting Internship Program,In Person,Field Work,6,30,18,3,1,92214661,"Miller, Cathleen",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,21081,ACC,424,W1,Auditing,Fully Online,Online/Web Based,15,45,45,3,3,92214661,"Miller, Cathleen",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24692,ACC,525,S1,Tax Preparation,In Person,Lecture/Discussion,10,20,30,3,3,92214661,"Miller, Cathleen",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24753,ACC,575,IS,Auditing & Assurance Services,Independent Study,Lecture/Discussion,1,5,3,3,3,92214661,"Miller, Cathleen",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,20132,BUS,394,01,Business Internship Program,In Person,Field Work,10,30,30,3,1,92214661,"Miller, Cathleen",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,20525,FIN,394,01,Finance Internship Program,In Person,Field Work,4,30,12,3,1,92214661,"Miller, Cathleen",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,22608,BIO,167,01,Human Anatomy & Physiology I,In Person,Lecture/Discussion,21,22,84,4,4,79735130,"Miller, Jennifer",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,22609,BIO,167,02,Human Anatomy & Physiology I,In Person,Lecture/Discussion,23,22,92,4,4,79735130,"Miller, Jennifer",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,23596,BIO,167,03,Human Anatomy & Physiology I,In Person,Lecture/Discussion,22,22,88,4,4,79735130,"Miller, Jennifer",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,23358,PSY,317,W1,Cognitive Psychology,Fully Online,Online/Web Based,29,30,87,3,3,32925523,"Miller, Nathaniel",Flint Psychology,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23873,PSY,317,W2,Cognitive Psychology,Fully Online,Online/Web Based,27,30,81,3,3,32925523,"Miller, Nathaniel",Flint Psychology,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,22406,PSY,319,W2,Principles of Research Design,Fully Online,Online/Web Based,24,24,96,4,4,32925523,"Miller, Nathaniel",Flint Psychology,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24875,CSC,175,W2,Problem Solving & Progrming I,Fully Online,Online/Web Based,32,35,128,4,4,85350326,"Mkaouer, Mohamed Wiem",Flint Computer Science,Flint College of Innov. & Tech,202500,INSTRUCTOR
202420,Winter 2024,23418,HIS,114,W1,Twentieth Century World Hist,Fully Online,Online/Web Based,27,30,81,3,3,50746704,"Molnar, Christopher",Flint History,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23424,HIS,200,W1,The Third Reich,Fully Online,Online/Web Based,29,30,87,3,3,50746704,"Molnar, Christopher",Flint History,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24037,HIS,351,W1,"Early Modern Europe, 1350-1800",Fully Online,Online/Web Based,25,30,75,3,3,50746704,"Molnar, Christopher",Flint History,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,22111,PPA,521,01,Medical Foundations of PA I,In Person,Lecture/Discussion,50,50,300,6,6,36855337,"Moore, Michael",Flint Physician Asst Program,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24872,CHM,135,W2,Chemistry and Society,Fully Online,Online/Web Based,28,30,112,4,4,77175819,"Morcos, Tayseer",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,23815,CHM,260,01,Principles of Chemistry I,In Person,Lecture/Discussion,69,72,276,4,4,77175819,"Morcos, Tayseer",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,24091,CHM,261,02,General Chemistry Laboratory,In Person,Laboratory,24,24,24,1,1,77175819,"Morcos, Tayseer",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,22622,BIO,307,01,Topics in Human Anatomy,In Person,Lecture/Lab,13,26,52,4,1,68467899,"Morey, Jon",Flint Biology,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24192,BIO,510,01,Human Anatomy for PAs,In Person,Lecture/Discussion,26,26,104,4,4,68467899,"Morey, Jon",Flint Biology,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,22939,BIO,510,02,Human Anatomy for PAs,In Person,Lecture/Discussion,24,24,96,4,4,68467899,"Morey, Jon",Flint Biology,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24404,NSC,393,W1,Case Mgt for HCR Professionals,Fully Online,Online/Web Based,16,30,48,3,3,86075790,"Morse, Jeffrey",Flint Nursing,Flint Nursing,202820,LEO Lecturer I
202420,Winter 2024,21586,NUR,345,W1,Nursing and HCR Informatics,Fully Online,Online/Web Based,27,30,54,2,2,86075790,"Morse, Jeffrey",Flint Nursing,Flint Nursing,202820,LEO Lecturer I
202420,Winter 2024,24061,EGR,235,M1,Global Energy,Mixed Mode,Mixed Mode,11,25,33,3,3,22048361,"Munroe, Derwin",Flint Political Science,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,23394,POL,190,W1,Intro to Comparative Politics,Fully Online,Online/Web Based,26,30,78,3,3,22048361,"Munroe, Derwin",Flint Political Science,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24060,POL,235,M1,Global Energy,Mixed Mode,Mixed Mode,10,25,30,3,3,22048361,"Munroe, Derwin",Flint Political Science,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24062,POL,301,M1,Res Sem in Politics & Policy,Mixed Mode,Mixed Mode,18,30,54,3,3,22048361,"Munroe, Derwin",Flint Political Science,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,20821,POL,437,W1,U.S. Foreign Policy,Fully Online,Online/Web Based,12,25,36,3,3,22048361,"Munroe, Derwin",Flint Political Science,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24248,PUB,508,W1,Evaluation of Serv & Prog,Fully Online,Online/Web Based,12,30,36,3,3,22048361,"Munroe, Derwin",Flint Political Science,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24746,MTH,105,W2,Liberal Arts Mathematics,Fully Online,Online/Web Based,8,12,24,3,3,16604288,"Murphy, Allen",Flint Mathematics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24804,MTH,105,W3,Liberal Arts Mathematics,Fully Online,Online/Web Based,22,24,66,3,3,16604288,"Murphy, Allen",Flint Mathematics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24827,MTH,105,W4,Liberal Arts Mathematics,Fully Online,Online/Web Based,16,12,48,3,3,16604288,"Murphy, Allen",Flint Mathematics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24076,MTH,118,01,Applied Calculus,In Person,Lecture/Discussion,19,35,76,4,4,16604288,"Murphy, Allen",Flint Mathematics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,23760,NSC,606,W2,Epidemiology,Fully Online,Online/Web Based,25,25,50,2,2,52985782,"Murphy, Maureen",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23761,NSC,606,W3,Epidemiology,Fully Online,Online/Web Based,25,25,50,2,2,52985782,"Murphy, Maureen",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23150,NUR,410,01,Population-Centered Nursing,In Person,Field Work,13,16,65,5,5,52985782,"Murphy, Maureen",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23151,NUR,410,02,Population-Centered Nursing,In Person,Field Work,7,9,35,5,5,52985782,"Murphy, Maureen",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23152,NUR,410,03,Population-Centered Nursing,In Person,Lecture/Discussion,13,14,65,5,5,52985782,"Murphy, Maureen",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,20365,NSC,503,W1,Patho for Advanced Prac,Fully Online,Online/Web Based,23,25,69,3,3,09895056,"Murray-Wright, Margaret",Flint Nursing,Flint Nursing,201012,Clinical Asst Prof Emeritus/A
202420,Winter 2024,20746,NSC,503,W2,Patho for Advanced Prac,Fully Online,Online/Web Based,24,25,72,3,3,09895056,"Murray-Wright, Margaret",Flint Nursing,Flint Nursing,201012,Clinical Asst Prof Emeritus/A
202420,Winter 2024,20186,ECN,202,W1,Prin of Econ (Micro-Econ),Fully Online,Online/Web Based,30,30,90,3,3,29540848,"Nas, Paula",Flint Economics,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24676,CIS,152,W1,Database Management Software,Fully Online,Online/Web Based,35,35,105,3,3,54918300,"Neji, Sana",Flint Computer Science,Flint College of Innov. & Tech,202860,LEO Lecturer III
202420,Winter 2024,24677,CIS,250,W1,"Fund of Sys Analysis, Design",Fully Online,Online/Web Based,11,35,33,3,3,54918300,"Neji, Sana",Flint Computer Science,Flint College of Innov. & Tech,202860,LEO Lecturer III
202420,Winter 2024,24591,CSC,174,W1,Prog & Prob Solv for Engineers,Fully Online,Online/Web Based,30,35,90,3,3,54918300,"Neji, Sana",Flint Computer Science,Flint College of Innov. & Tech,202860,LEO Lecturer III
202420,Winter 2024,24695,CYB,101,W1,Security Fundamentals I,Fully Online,Online/Web Based,23,35,69,4,3,54918300,"Neji, Sana",Flint Computer Science,Flint College of Innov. & Tech,202860,LEO Lecturer III
202420,Winter 2024,22110,PPA,511,01,Funds of Disease Process,In Person,Lecture/Discussion,50,50,100,2,2,64416511,"Nichani, Satyen",Flint Physician Asst Program,Flint College Health Sciences,201640,CLINICAL ASSOC PROF
202420,Winter 2024,23465,CHM,135,W1,Chemistry and Society,Fully Online,Online/Web Based,30,30,120,4,4,93703249,"Nossoni, Zahra",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24093,CHM,263,03,Intro Quant Analysis Lab,In Person,Laboratory,14,24,14,1,1,93703249,"Nossoni, Zahra",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,23578,GER,112,01,Beginning German II,In Person,Lecture/Discussion,8,28,32,4,4,47988211,"O'Connell, Daniel",Flint Foreign Language,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,20087,COM,200,W1,Intro to Human Communication,Fully Online,Online/Web Based,29,30,87,3,3,65826469,"Oh, Jeyoung",Flint Communications Studies,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,24202,COM,365,W1,Social Media Communication,Fully Online,Online/Web Based,31,30,93,3,3,65826469,"Oh, Jeyoung",Flint Communications Studies,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,24205,COM,371,M1,Advanced Public Relations,Mixed Mode,Mixed Mode,16,30,48,3,3,65826469,"Oh, Jeyoung",Flint Communications Studies,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,24683,IES,201,W1,Child & Adolescent Development,Fully Online,Online/Web Based,28,30,84,3,3,29060004,"Oshio, Toko",Flint Education,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23971,IES,210,01,Trauma-Informed Practices,In Person,Lecture/Discussion,30,30,90,3,3,29060004,"Oshio, Toko",Flint Education,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24667,IDS,497,W2,Lifelong Learning Capstone,Fully Online,Online/Web Based,12,15,36,3,3,33627297,"Paroske, Marcus",Flint Communications Studies,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23725,NUR,524,W2,MGT of Adult Acute/Chronic Prb,Fully Online,Online/Web Based,25,25,100,4,4,23585883,"Petty, Ryan",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24419,NUR,524,W3,MGT of Adult Acute/Chronic Prb,Fully Online,Online/Web Based,25,25,100,4,4,23585883,"Petty, Ryan",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24421,NUR,524,W5,MGT of Adult Acute/Chronic Prb,Fully Online,Online/Web Based,15,25,60,4,4,23585883,"Petty, Ryan",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23750,NUR,830,W1,Advanced Practice Role-Theory,Fully Online,Online/Web Based,28,28,56,3,2,23585883,"Petty, Ryan",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23763,NUR,831,M1,Advanced Practice Role-Prac,Mixed Mode,Field Work,9,8,36,4,3,23585883,"Petty, Ryan",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23764,NUR,831,M2,Advanced Practice Role-Prac,Mixed Mode,Field Work,9,8,36,4,3,23585883,"Petty, Ryan",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23765,NUR,831,M3,Advanced Practice Role-Prac,Mixed Mode,Field Work,8,8,32,4,3,23585883,"Petty, Ryan",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23766,NUR,831,M4,Advanced Practice Role-Prac,Mixed Mode,Field Work,8,8,32,4,3,23585883,"Petty, Ryan",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24888,NUR,900,97,Independent Study,Independent Study,Study,1,5,1,4,1,23585883,"Petty, Ryan",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,20366,NSC,504,W1,Pharmacology for APP,Fully Online,Online/Web Based,16,25,48,3,3,88483541,"Pierzchalski-Goldstein, Lynn",Flint Nursing,Flint Nursing,202820,LEO Lecturer I
202420,Winter 2024,20193,MUS,100,W1,An Introduction to Music,Fully Online,Online/Web Based,30,30,90,3,3,30051686,"Price, Jeffrey",Flint Music,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24817,MUS,100,W2,An Introduction to Music,Fully Online,Online/Web Based,30,30,90,3,3,30051686,"Price, Jeffrey",Flint Music,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,22287,MUS,205,01,Jazz Ensemble,In Person,Performance,5,20,5,1,1,30051686,"Price, Jeffrey",Flint Music,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24760,MUS,242,01,"Music Theory IV, Topics",In Person,Lecture/Discussion,13,30,39,3,3,30051686,"Price, Jeffrey",Flint Music,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24150,MUS,262,01,Music History II,In Person,Lecture/Discussion,14,20,42,3,3,30051686,"Price, Jeffrey",Flint Music,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,22289,MUS,405,01,Jazz Ensemble,In Person,Performance,8,20,8,1,1,30051686,"Price, Jeffrey",Flint Music,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,21222,RSP,320,W1,Mgmt Practices for Resp. Care,Fully Online,Online/Web Based,30,25,90,3,3,98052879,"Prush, Nicholas",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,21459,RSP,435,99,Respiratory Capstone,Independent Study,Research,8,9,24,3,3,98052879,"Prush, Nicholas",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,22404,PSY,319,01,Principles of Research Design,In Person,Lecture/Lab,18,24,72,4,4,85832373,"Purol, Mariah",Flint Psychology,Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,23349,PPA,524,01,Med Foundations PA Practice IV,In Person,Lecture/Discussion,49,50,392,8,8,61968586,"Raaymakers, Susan",Flint Physician Asst Program,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,23160,NUR,430,01,Leadrshp & Mngmt in NUR,In Person,Lecture/Discussion,12,12,60,5,5,39631056,"Radley, Lisa",Flint Nursing,Flint Nursing,202640,CLINICAL INSTRUCTOR
